"dep","dep_lat","dep_lng","dest","dest_lat","dest_lng","crash","crash_lat","crash_lng"
"Kathmandu-Tribhuvan Airport (KTM/VNKT), Nepal","27.6893","85.22426","Delhi-Palam Airport (DEL/VIDP), India","28.59109","77.09119","3 km (1.9 mls) E of Delhi-Palam Airport (DEL) (   India)","28.59109","77.09119"
"London Airport (LHR/EGLL), United Kingdom","51.50643",-0.12721,"Düsseldorf Airport (DUS/EDDL), Germany","51.21564","6.77666",Zele (   Belgium),"51.06815","4.03792"
"Samburu Airport (UAS/HKSB), Kenya",-3.79441,"39.26306","Nairobi-Wilson Airport (WIL/HKNW), Kenya",-1.31799,"36.81322",Nyeri Hills (   Kenya),-0.42782,"36.94836"
"Marquette-Sawyer International Airport, MI (MQT/KSAW), United States of America","46.54584",-87.41368,"Chicago-O'Hare International Airport, IL (ORD/KORD), United States of America","41.96638",-87.84859,"Greenwood, IL (   United States of America)","41.69145",-87.70873
"Southend Municipal Airport (SEN/EGMC), United Kingdom","55.31541",-5.64102,"Rotterdam Airport (RTM/EHRD), Netherlands","51.94742","4.43492",Rotterdam Airport (RTM) (   Netherlands),"51.94742","4.43492"
"Jeddah-King Abdulaziz International Airport (JED/OEJN), Saudi Arabia","21.49198","39.25158","Riyadh-King Khalid International Airport (RUH/OERK), Saudi Arabia","24.12807","47.28018",Dhahran International Airport (DHA) (   Saudi Arabia),"26.31159","50.13416"
"Rapid City Regional Airport, SD (RAP/KRAP), United States of America","44.05746",-103.22911,"Dallas-Love Field, TX (DAL/KDAL), United States of America","32.84536",-96.86478,"near Bridgeport, TX (   United States of America)","33.21043",-97.75854
"Neiva-Benito Salas Airport (NVA/SKNV), Colombia","2.92786",-75.27897,"Bogotá-Eldorado Airport (BOG/SKBO), Colombia","4.73581",-74.12336,Bogotá-Eldorado Airport (BOG) (   Colombia),"4.73581",-74.12336
"Urumqi Airport (URC/ZWWW), China","43.78788","87.58627","Beijing-Capital Airport (PEK/ZBAA), China","39.96768","116.46231",Lanzhou Airport (LHW) (   China),"36.06996","103.75023"
"Billings-Logan Field, MT (BIL/KBIL), United States of America","45.82107",-108.46845,"Helena Airport, MT (HLN/KHLN), United States of America","46.60212",-111.98729,"Helena Airport, MT (HLN) (   United States of America)","46.60212",-111.98729
"Oshkosh-Wittman Field, WI (OSH/KOSH), United States of America","44.02491",-88.54443,"Manitowoc/Newton Municipal Airport, WI (MTW/KMTW), United States of America","43.99823",-87.80112,"Newton, WI (   United States of America)","43.99823",-87.80112
"Palma de Mallorca Airport (PMI/LEPA), Spain","41.48944","2.30925","Wien-Schwechat International Airport (VIE/LOWW), Austria","48.13987","16.47717","Mallorca, Alfabia Peak (   Spain)","39.59733","2.6875"
"Manaus/Ponta Pelada Airport, AM (PLL/SBMN), Brazil",-3.10915,-60.0518,"Belém/Val-de-Cans International Airport, PA (BEL/SBBE), Brazil",-1.392,-48.48126,"Belém Airport, PA (BEL) (   Brazil)",-1.44566,-48.47772
"Brno Turany Airport (BRQ/LKTB), Czech Republic","49.16482","16.6784","Praha-Ruzyne International Airport (PRG/LKPR), Czech Republic","50.08245","14.31048",Prague (   Czech Republic),"50.07913","14.43303"
"São Paulo-Campo de Marte Airport, SP (SBMT), Brazil",-23.69397,-46.6748,"Natal Airport, RN (NAT/SBNT), Brazil",-5.79544,-35.21152,"São Paulo-Campo de Marte Airport, SP (   Brazil)",-23.64644,-46.66022
"Jodhpur Airport (JDH/VIJO), India","30.86341","74.45039","Delhi-Palam Airport (DEL/VIDP), India","28.59109","77.09119",Amritsar Airport (ATQ) (   India),"31.72723","74.80023"
"Bratislava-Ivanka Airport (BTS/LZIB), Slovakia","48.14924","17.10699","Praha-Ruzyne International Airport (PRG/LKPR), Czech Republic","50.08245","14.31048",Praha-Ruzyne International Airport (PRG) (   Czech Republic),"50.08245","14.31048"
"Vladivostok Airport (VVO/UHWW), Russia","43.11567","131.88591","Ekaterinburg-Koltsovo Airport (SVX/USSS), Russia","56.76081","60.82184",Vladivostok Airport (VVO) (   Russia),"43.11567","131.88591"
"Casper Airport, WY (CPR/KCPR), United States of America","42.89231",-106.46277,"Cody-Yellowstone Regional Airport, WY (COD/KCOD), United States of America","44.51694",-109.08453,"0,5 km (0.3 mls) SW of Cody-Yellowstone Regional Airport, WY (COD) (   United States of America)","44.51694",-109.08453
"Manila-Ninoy Aquino International Airport (MNL/RPLL), Philippines","15.15521","120.62798","Butuan Airport (BXU/RPWE), Philippines","10.43047","121.9294",Butuan Airport (BXU) (   Philippines),"8.94756","125.54106"
"Quipama-Furatena Airport (SKFR), Colombia","5.52315",-74.18179,"Bogotá-Eldorado Airport (BOG/SKBO), Colombia","4.73581",-74.12336,near El Rosal (   Colombia),"4.85247",-74.26154
"Moosonee Airport, ON (YMO/CYMO), Canada","51.28753",-80.61316,"Timmins Airport, ON (YTS/CYTS), Canada","48.52832",-81.37435,"Moosonee Airport, ON (YMO) (   Canada)","51.28753",-80.61316
"Abbotsford Airport, BC (YXX/CYXX), Canada","49.05162",-122.3293,"San Bernardino International Airport, CA (SBD/KSBD), United States of America","34.06744",-117.28229,"Abbotsford Airport, BC (YXX) (   Canada)","49.05162",-122.3293
"Paris-Charles de Gaulle Airport (CDG/LFPG), France","48.87335","2.29439","Clermont-Ferrand-Aulnat Airport (CFE/LFLC), France","45.78964","3.12504",Paris-Charles de Gaulle Airport (CDG) (   France),"48.87335","2.29439"
"Genève-Cointrin Airport (GVA/LSGG), Switzerland","46.22415","6.10844","Stuttgart-Böblingen Airport, Germany","48.72493","9.0641",Le Grand-Bornand (   France),"45.94191","6.42682"
"Anchorage-Elmendorf AFB, AK (EDF/PAED), United States of America","61.23724",-149.84214,"King Salmon Airport, AK (AKN/PAKN), United States of America","56.92852",-158.65259,within Alaska (   United States of America),"44.54013",-87.50095
"Comodoro Rivadavia Airport, CB (CRD/SAVC), Argentina",-31.43201,-64.14945,"Puerto Deseado Airport, SC (PUD/SAWD), Argentina",-47.75253,-65.91402,"Puerto Deseado Airport, SC (PUD) (   Argentina)",-47.75253,-65.91402
"West Palm Beach-Morrison Field, FL (PBI/KPBI), United States of America","26.69236",-80.10708,"Jacksonville Municipal Airport, FL, United States of America","30.48346",-81.6562,"18 km (11.3 mls) WSW of Vero Beach, FL (   United States of America)","27.63885",-80.39396
"Medellín-Enrique Olaya Herrera Airport (EOH/SKMD), Colombia","6.27326",-75.61058,"Bogotá-Eldorado Airport (BOG/SKBO), Colombia","4.73581",-74.12336,Bogotá-Eldorado Airport (BOG) (   Colombia),"4.73581",-74.12336
"Pereira-Matecaña Airport (PEI/SKPE), Colombia","4.81061",-75.74878,"Bogotá-Eldorado Airport (BOG/SKBO), Colombia","4.73581",-74.12336,near Facatavivá (   Colombia),"4.80939",-74.35444
"Carolina Airport, MA (CLN/SBCI), Brazil",-7.33165,-47.46893,"Belém/Val-de-Cans International Airport, PA (BEL/SBBE), Brazil",-1.392,-48.48126,"ca 200 km S of Belém, PA (   Brazil)",-1.45643,-48.50327
"Oran-es Senia Airport (ORN/DAOO), Algeria","35.65556",-0.62308,"Annaba-Les Salines Airport (AAE/DABB), Algeria","36.91668","7.76331",Alicante Airport (ALC) (   Spain),"38.45845",-0.5737
"Pereira Airport (PEI/SKPE), Colombia","4.80507",-75.6937,"Bogotá-Eldorado Airport (BOG/SKBO), Colombia","4.73581",-74.12336,Bogotá-Eldorado Airport (BOG) (   Colombia),"4.73581",-74.12336
"Zamboanga Airport (ZAM/RPMZ), Philippines","6.9191","122.06167","Sanga-Sanga Airport (SGS/RPMN), Philippines","11.07689","124.56583",near Sanga-Sanga (   Philippines),"5.09121","119.80915"
"Tucurui Airport, PA (TUR/SBTU), Brazil",-3.76977,-49.67365,"Belém/Val-de-Cans International Airport, PA (BEL/SBBE), Brazil",-1.392,-48.48126,"Belém Airport, PA (BEL) (   Brazil)",-1.44566,-48.47772
"San José-Juan Santamaria International Airport (SJO/MROC), Costa Rica","9.65268",-83.96555,"Managua Airport (MGA/MNMG), Nicaragua","12.1172",-86.24079,San José-Juan Santamaria International Airport (SJO) (   Costa Rica),"9.65268",-83.96555
"Petrovsk Air Base, Russia","52.29925","45.39714","Balashov Airfield, Russia","51.54417","43.1769",Balashov Airfield (   Russia),"51.54417","43.1769"
"Goiânia-Santa Genoveva Airport, GO (GYN/SBGO), Brazil",-16.63675,-49.23594,"Buriti Alegre Airfield, GO (SWBA), Brazil",-18.13434,-49.03942,"Buriti Alegre Airfield, GO (   Brazil)",-18.13434,-49.03942
"Murcia-San Javier Airport (MJV/LELC), Spain","37.80544",-0.8377,"Huesca-Pirineos Airport (HSK/LEHC), Spain","42.14219",-0.41671,Murcia-San Javier Airport (MJV) (   Spain),"37.80544",-0.8377
"Dakar-Léopold Sédar Senghor International Airport (DKR/GOOY), Senegal","14.40209",-16.50937,"São Paulo/Campinas-Viracopos International Airport, SP (VCP/SBKP), Brazil",-23.01614,-47.14525,"São Paulo/Campinas-Viracopos International Airport, SP (VCP) (   Brazil)",-23.01614,-47.14525
"Pereira Airport (PEI/SKPE), Colombia","4.80507",-75.6937,"Bogotá-Eldorado Airport (BOG/SKBO), Colombia","4.73581",-74.12336,Bogotá-Eldorado Airport (BOG) (   Colombia),"4.73581",-74.12336
"Boise Air Terminal, ID (BOI/KBOI), United States of America","43.60765",-116.19341,"Denver-Centennial Airport, CO (APA/KAPA), United States of America","39.62257",-105.02343,"Boise Air Terminal, ID (BOI) (   United States of America)","43.60765",-116.19341
"Santiago-Antonio Maceo Airport (SCU/MUCU), Cuba","20.74492",-76.49829,"Kingston Airport (KIN/MKJP), Jamaica","18.05123",-76.83562,"16 km (10 mls) SE off  Kingston (   Jamaica)","17.97094",-76.78827
"Nassau International Airport (NAS/MYNN), Bahamas","25.07711",-77.34079,"Kingston Airport (KIN/MKJP), Jamaica","18.05123",-76.83562,"S off Kingston, Jamaica (   Atlantic Ocean)","17.97094",-76.78827
"Pereira-Matecaña Airport (PEI/SKPE), Colombia","4.81061",-75.74878,"Bogotá-Eldorado Airport (BOG/SKBO), Colombia","4.73581",-74.12336,Bogotá-Eldorado Airport (BOG) (   Colombia),"4.73581",-74.12336
"München-Riem Airport (MUC/EDDM), Germany","48.14058","11.68107","Wien-Schwechat International Airport (VIE/LOWW), Austria","48.13987","16.47717","2,2 km (1.4 mls) SSE of Wien-Schwechat International Airport (VIE) (   Austria)","48.13987","16.47717"
"Hsinchu Airport (HSZ/RCPO), Taiwan","24.8062","120.96894","Gunsan (Kunsan) Airport (KUV/RKJK), South Korea","35.97912","126.70403",near Kunsan (   South Korea),"35.97912","126.70403"
"Poprad/Tatry Airport (TAT/LZTT), Slovakia","49.05567","20.30531","Praha-Ruzyne International Airport (PRG/LKPR), Czech Republic","50.08245","14.31048",Praha-Ruzyne International Airport (PRG) (   Czech Republic),"50.08245","14.31048"
"Toronto-Pearson International Airport, ON (YYZ/CYYZ), Canada","43.67421",-79.63263,"Hamilton Airport, ON (YHM/CYHM), Canada","43.15696",-79.917,"Lake Ontario, ON (   Canada)","43.2554",-79.07212
"Roanoke Municipal Airport, VA (ROA/KROA), United States of America","37.33258",-79.96717,"Greensboro/High Point-Piedmont Triad International Airport, NC (GSO/KGSO), United States of America","36.07785",-79.96781,"Rockingham County/Shiloh Airport, NC (   United States of America)","36.44741",-79.86436
"Auckland International Airport (AKL/NZAA), New Zealand",-36.85232,"174.76389","Christchurch International Airport (CHC/NZCH), New Zealand",-43.53105,"172.63779",Auckland International Airport (AKL) (   New Zealand),-36.85232,"174.76389"
"Krasnodar Airport (KRR/URKK), Russia","45.03574","38.97651","Krasnoyarsk Airport (KJA/UNKL), Russia","56.01468","92.87089",Orenburg Airport (REN) (   Russia),"51.76747","55.09516"
"Liège-Bierset Airport (LGG/EBLG), Belgium","50.65573","5.45251","Brussel-Zaventem Airport (BRU/EBBR), Belgium","50.86489","4.4202",Antwerpen-Deurne Airport (ANR) (   Belgium),"51.22038","4.45861"
"Krasnodar Airport (KRR/URKK), Russia","45.03574","38.97651","Gyumri-Leninakan Airport (LWN/UDSG), Armenia","40.79346","43.84643",Gyumri-Leninakan Airport (LWN) (   Armenia),"40.79346","43.84643"
"Cozumel Airport (CZM/MMCZ), Mexico","19.41897",-99.17095,"Playa del Carmen Airport (PCM), Mexico","20.63023",-87.0711,off Playa del Carmen (   Mexico),"20.63023",-87.0711
"Tarakan-Juwata Airport (TRK/WALR), Indonesia","3.33943","117.58722","Long Bawan Airport (LBW/WRLB), Indonesia",-1.9308,"112.59459","8 km (5 mls) from  Long Bawan Airport (LBW) (   Indonesia)",-1.9308,"112.59459"
"Libreville Airport (LBV/FOOL), Gabon","0.39325","9.44633","Franceville/Mvengue Airport (MVB/FOON), Gabon",-1.63194,"13.57973",off Libreville Airport (LBV) (   Gabon),"0.39325","9.44633"
"Cali-Alfonso Bonilla Aragón Airport (CLO/SKCL), Colombia","3.41938",-76.48249,"Santa Marta-Simón Bolívar Airport (SMR/SKSM), Colombia","11.22344",-74.20747,Santa Marta-Simón Bolívar Airport (SMR) (   Colombia),"11.22344",-74.20747
"Corozal Airport (CZH), Belize","18.29062",-88.45529,"San Pedro Airport (SPR/MZSP), Belize","17.902",-87.98188,Corozal Airport (CZH) (   Belize),"18.29062",-88.45529
"Puerto Gaitán Airport (SKPG), Colombia","4.31261",-72.08191,"Villavicencio Airport (VVC/SKVV), Colombia","4.13235",-73.62194,"2,6 km (1.6 mls) SW of Puerto Gaitán Airport (   Colombia)","4.31261",-72.08191
"Porto Alegre-Salgado Filho International Airport, RS (POA/SBPA), Brazil",-29.98969,-51.17548,"Joinville-Cubatao Airport, SC (JOI/SBJV), Brazil",-26.20925,-48.79664,"NW of Joinville, SC (   Brazil)",-26.30488,-48.84621
"Chita Airport (HTA/UIAA), Russia","52.02447","113.51298","Blagoveshchensk Airport (BQS/UHBB), Russia","50.25688","127.54333",Blagoveshchensk Airport (BQS) (   Russia),"50.25688","127.54333"
"Nagpur-Sonegaon Airport (NAG/VANP), India","21.08925","79.05452","Agra-Kheria Air Force Station (AGR/VIAG), India","27.167","77.9844","27 km (16.9 mls) from  Agra (   India)","27.19217","78.00008"
"Cali-Alfonso Bonilla Aragón Airport (CLO/SKCL), Colombia","3.41938",-76.48249,"Bogotá-Eldorado Airport (BOG/SKBO), Colombia","4.73581",-74.12336,Bogotá-Eldorado Airport (BOG) (   Colombia),"4.73581",-74.12336
"Colorado Springs-Peterson Field, CO (COS/KCOS), United States of America","38.83499",-104.70157,"Sacramento-McClellan AFB, CA (MCC/KMCC), United States of America","38.66869",-121.3948,"near Colorado-Springs, CO (   United States of America)","38.83348",-104.82181
"Great Falls International Airport, MT (GTF/KGTF), United States of America","47.49022",-111.34978,"Dallas-Love Field, TX (DAL/KDAL), United States of America","32.84536",-96.86478,"Great Falls International Airport, MT (GTF) (   United States of America)","47.49022",-111.34978
"Rio de Janeiro-Santos Dumont Airport, RJ (SDU/SBRJ), Brazil",-22.97243,-43.22459,"São Paulo-Congonhas Airport, SP (CGH/SBSP), Brazil",-20.50904,-43.85437,"off Rio de Janeiro-Santos Dumont Airport, RJ (SDU) (   Brazil)",-22.80815,-43.35549
"Budapest-Ferihegy Airport (BUD/LHBP), Hungary","47.44469","19.21315","Praha-Ruzyne International Airport (PRG/LKPR), Czech Republic","50.08245","14.31048",near Bratronov (   Czech Republic),"49.83972","15.83322"
"Chengdu Airport (CTU/ZUUU), China","30.67192","104.07581","Beijing-Capital Airport (PEK/ZBAA), China","39.96768","116.46231","70 km (43.8 mls) from  Xi'an (   China)","34.27051","108.92512"
"Tyumen Airport (TJM/USTR), Russia","57.15327","65.5348","Khanty-Mansiysk Airfield, Russia","61.00315","69.01603",Khanty-Mansiysk Airfield (   Russia),"61.00315","69.01603"
"Amsterdam-Schiphol International Airport (AMS/EHAM), Netherlands","52.3067","4.75325","Praha-Ruzyne International Airport (PRG/LKPR), Czech Republic","50.08245","14.31048",Praha-Ruzyne International Airport (PRG) (   Czech Republic),"50.08245","14.31048"
"King Island Airport, TAS (KNS/YKII), Australia",-39.93086,"143.85078","Burnie Wynyard Airport, TAS (BWT/YWYY), Australia",-40.99717,"145.736","Yarra Creek, King Island, TAS (   Australia)",-40.00256,"144.09144"
"Newark International Airport, NJ (EWR/KEWR), United States of America","40.7047",-74.1855,"San Juan-Isla Verde International Airport (SJU/TJSJ), Puerto Rico","18.44919",-66.03748,"near Newark International Airport, NJ (EWR) (   United States of America)","40.7047",-74.1855
"Minneapolis-St. Paul International Airport, MN (MSP/KMSP), United States of America","44.95151",-93.32273,"Detroit-Willow Run Airport, MI (YIP/KYIP), United States of America","42.23635",-83.55169,"8 km (5 mls) S of Alma, WI (   United States of America)","44.31195",-91.91048
"Lanseria Airport (HLA/FALA), South Africa",-25.95093,"27.91814","Cape Town International Airport (CPT/FACT), South Africa",-33.97817,"18.59109","33 km (20.6 mls) SW of Swellendam, Western Cape (   South Africa)",-34.02932,"20.44288"
"Brindisi-Papola Casale Airport (BDS/LIBR), Italy","40.6347","17.94026","Alexandria Airport (ALY/HEAX), Egypt","31.2105","29.91253",Brindisi (   Italy),"40.6347","17.94026"
"Rio de Janeiro-Santos Dumont Airport, RJ (SDU/SBRJ), Brazil",-22.97243,-43.22459,"São Paulo-Congonhas Airport, SP (CGH/SBSP), Brazil",-20.50904,-43.85437,"Botafogo, Rio de Janeiro, RJ (   Brazil)",-22.95138,-43.18413
"Rio de Janeiro-Santos Dumont Airport, RJ (SDU/SBRJ), Brazil",-22.97243,-43.22459,"São Paulo-Congonhas Airport, SP (CGH/SBSP), Brazil",-20.50904,-43.85437,"near São Paulo-Congonhas Airport, SP (CGH) (   Brazil)",-20.50904,-43.85437
"Amsterdam-Schiphol International Airport (AMS/EHAM), Netherlands","52.3067","4.75325","Leeuwarden Air Base (LWR/EHLW), Netherlands","53.19674","5.79231",near Leeuwarden (   Netherlands),"53.19674","5.79231"
"Espinal-Aguablanca Agricultural Airstrip, Colombia","8.0499",-72.48513,"Bogotá-Eldorado Airport (BOG/SKBO), Colombia","4.73581",-74.12336,Espinal-Aguablanca Agricultural Airstrip (   Colombia),"8.0499",-72.48513
"Gwalior Airport (GWL/VIGR), India","26.22011","78.1762","Delhi-Indira Gandhi International Airport (DEL/VIDP), India","28.55463","77.0914","2 km (1.3 mls) W of Delhi-Indira Gandhi International Airport (DEL) (   India)","28.55463","77.0914"
